"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 13, 2016","196.05","197.06","198.49","193.45","3.59M","-1.13%"
"Sep 12, 2016","198.30","195.00","201.37","194.10","3.72M","1.97%"
"Sep 09, 2016","194.47","199.09","199.92","193.70","3.76M","-1.46%"
"Sep 08, 2016","197.36","199.55","199.89","196.36","3.38M","-2.16%"
"Sep 07, 2016","201.71","205.50","206.50","200.71","3.64M","-0.55%"
"Sep 06, 2016","202.83","199.02","203.25","199.00","4.39M","2.55%"
"Sep 02, 2016","197.78","202.33","203.20","196.20","5.98M","-1.49%"
"Sep 01, 2016","200.77","209.01","211.10","200.50","7.94M","-5.30%"
"Aug 31, 2016","212.01","210.43","212.60","208.65","3.28M","0.32%"
"Aug 30, 2016","211.34","216.11","216.11","210.52","3.17M","-1.79%"
"Aug 29, 2016","215.20","220.15","220.40","215.00","3.27M","-2.18%"
"Aug 26, 2016","219.99","222.14","222.85","218.82","2.24M","-0.44%"
"Aug 25, 2016","220.96","223.11","223.80","220.77","1.76M","-0.75%"
"Aug 24, 2016","222.62","227.05","227.15","222.22","2.57M","-0.99%"
"Aug 23, 2016","224.84","224.32","228.49","222.80","4.78M","0.86%"
"Aug 22, 2016","222.93","224.17","225.11","222.68","2.07M","-0.92%"
"Aug 19, 2016","225.00","223.54","225.17","222.53","1.66M","0.67%"
"Aug 18, 2016","223.51","223.82","225.66","222.29","1.71M","0.12%"
"Aug 17, 2016","223.24","224.33","224.83","222.80","1.79M","-0.17%"
"Aug 16, 2016","223.61","225.49","227.19","223.41","2.27M","-0.88%"
"Aug 15, 2016","225.59","226.02","229.50","224.93","2.03M","-0.01%"
"Aug 12, 2016","225.61","225.41","226.65","224.04","1.81M","0.31%"
"Aug 11, 2016","224.91","226.17","227.57","223.41","1.88M","-0.33%"
"Aug 10, 2016","225.65","228.24","229.87","224.62","2.34M","-1.50%"
"Aug 09, 2016","229.08","226.82","231.54","226.65","2.21M","1.29%"
"Aug 08, 2016","226.16","228.00","229.60","226.09","2.26M","-1.68%"
"Aug 05, 2016","230.03","230.00","232.00","227.40","3.21M","-0.25%"
"Aug 04, 2016","230.61","225.69","230.86","222.05","4.15M","2.13%"
"Aug 03, 2016","225.79","227.37","229.70","224.21","3.89M","-0.62%"
"Aug 02, 2016","227.20","229.37","229.87","221.40","3.93M","-1.22%"
"Aug 01, 2016","230.01","235.50","236.63","229.38","4.02M","-2.04%"
"Jul 29, 2016","234.79","230.70","235.28","230.24","3.07M","1.81%"
"Jul 28, 2016","230.61","227.95","230.76","226.60","2.42M","0.93%"
"Jul 27, 2016","228.49","229.34","233.36","226.92","2.89M","-0.44%"
"Jul 26, 2016","229.51","227.69","230.00","225.30","3.43M","-0.22%"
"Jul 25, 2016","230.01","222.27","231.39","221.37","4.49M","3.48%"
"Jul 22, 2016","222.27","221.99","224.50","218.88","2.58M","0.80%"
"Jul 21, 2016","220.50","226.00","227.85","219.10","4.43M","-3.44%"
"Jul 20, 2016","228.36","226.47","229.80","225.00","2.57M","1.38%"
"Jul 19, 2016","225.26","225.00","229.10","224.75","3.12M","-0.44%"
"Jul 18, 2016","226.25","219.64","227.09","218.30","3.41M","2.65%"
"Jul 15, 2016","220.40","222.52","222.75","219.64","2.23M","-0.51%"
"Jul 14, 2016","221.53","223.12","224.94","221.05","2.68M","-0.45%"
"Jul 13, 2016","222.53","225.50","225.59","220.29","3.57M","-0.94%"
"Jul 12, 2016","224.65","224.10","227.50","223.22","4.58M","-0.06%"
"Jul 11, 2016","224.78","219.96","226.78","219.51","5.43M","3.69%"
"Jul 08, 2016","216.78","217.80","219.81","214.50","4.07M","0.39%"
"Jul 07, 2016","215.94","213.10","218.12","213.01","3.61M","0.70%"
"Jul 06, 2016","214.44","210.00","215.23","209.00","4.92M","0.21%"
"Jul 05, 2016","213.98","209.73","214.54","208.00","5.18M","-1.16%"
"Jul 01, 2016","216.50","206.14","218.24","206.00","5.40M","1.99%"
"Jun 30, 2016","212.28","212.97","213.50","209.02","4.84M","0.99%"
"Jun 29, 2016","210.19","205.13","211.78","203.00","5.99M","4.16%"
"Jun 28, 2016","201.79","201.89","204.05","199.41","6.21M","1.63%"
"Jun 27, 2016","198.55","190.86","198.81","187.87","7.22M","2.80%"
"Jun 24, 2016","193.15","190.05","195.12","189.73","7.03M","-1.65%"
"Jun 23, 2016","196.40","195.69","197.55","192.13","10.13M","-0.13%"
"Jun 22, 2016","196.66","199.47","205.95","195.75","23.74M","-10.45%"
"Jun 21, 2016","219.61","220.68","222.57","218.81","4.53M","-0.04%"
"Jun 20, 2016","219.70","219.50","223.75","218.23","3.56M","1.96%"
"Jun 17, 2016","215.47","217.81","219.99","214.50","3.11M","-1.13%"
"Jun 16, 2016","217.93","217.42","218.04","213.50","2.44M","0.11%"
"Jun 15, 2016","217.70","216.95","221.90","215.13","2.91M","1.27%"
"Jun 14, 2016","214.96","218.88","222.20","212.53","3.58M","-1.34%"
"Jun 13, 2016","217.87","219.50","225.77","217.66","4.19M","-0.42%"
"Jun 10, 2016","218.79","227.39","227.97","218.42","6.03M","-4.61%"
"Jun 09, 2016","229.36","234.98","235.33","227.06","4.49M","-2.62%"
"Jun 08, 2016","235.52","233.80","240.84","232.60","5.97M","1.37%"
"Jun 07, 2016","232.34","222.24","234.44","221.52","6.21M","5.28%"
"Jun 06, 2016","220.68","218.00","220.90","215.45","2.25M","0.77%"
"Jun 03, 2016","218.99","220.00","221.94","218.01","2.23M","0.01%"
"Jun 02, 2016","218.96","219.59","219.91","217.11","2.03M","-0.27%"
"Jun 01, 2016","219.56","221.48","222.40","216.89","2.98M","-1.64%"
"May 31, 2016","223.23","223.04","224.75","221.50","2.79M","0.09%"
"May 27, 2016","223.04","224.99","225.93","220.75","3.65M","-0.92%"
"May 26, 2016","225.12","220.50","225.26","219.05","4.07M","2.52%"
"May 25, 2016","219.58","217.91","221.36","216.51","3.13M","0.77%"
"May 24, 2016","217.91","216.60","218.74","215.18","3.01M","0.78%"
"May 23, 2016","216.22","219.87","222.60","215.86","5.10M","-1.84%"
"May 20, 2016","220.28","216.99","220.55","216.35","9.01M","2.36%"
"May 19, 2016","215.21","213.62","216.79","207.30","6.87M","1.91%"
"May 18, 2016","211.17","209.15","215.31","207.75","5.62M","3.18%"
"May 17, 2016","204.66","209.05","209.82","204.02","2.84M","-1.74%"
"May 16, 2016","208.29","208.15","213.15","207.92","2.95M","0.33%"
"May 13, 2016","207.61","207.78","211.20","206.70","2.82M","0.16%"
"May 12, 2016","207.28","211.44","211.67","203.66","3.65M","-0.80%"
"May 11, 2016","208.96","207.59","215.48","206.05","5.16M","0.13%"
"May 10, 2016","208.69","207.55","209.47","205.00","4.07M","-0.11%"
"May 09, 2016","208.92","215.72","216.15","206.80","4.78M","-2.80%"
"May 06, 2016","214.93","210.87","216.37","208.11","5.69M","1.61%"
"May 05, 2016","211.53","228.46","228.64","209.79","11.25M","-4.96%"
"May 04, 2016","222.56","230.29","234.46","220.40","8.70M","-4.20%"
"May 03, 2016","232.32","237.36","238.91","231.62","4.30M","-3.92%"
"May 02, 2016","241.80","241.50","243.19","234.82","3.84M","0.43%"
"Apr 29, 2016","240.76","248.14","248.43","237.81","5.41M","-2.81%"
"Apr 28, 2016","247.71","249.85","253.43","247.44","2.52M","-1.50%"
"Apr 27, 2016","251.47","252.75","255.00","249.40","3.21M","-0.89%"
"Apr 26, 2016","253.74","252.05","255.73","249.39","3.22M","0.76%"
"Apr 25, 2016","251.82","253.01","257.38","250.76","3.67M","-0.76%"
"Apr 22, 2016","253.75","248.89","254.00","245.71","3.79M","2.20%"
"Apr 21, 2016","248.29","248.99","250.90","246.91","2.78M","-0.67%"
"Apr 20, 2016","249.97","246.26","253.66","241.50","5.19M","1.05%"
"Apr 19, 2016","247.37","253.12","254.37","241.25","6.36M","-2.56%"
"Apr 18, 2016","253.88","252.23","258.31","251.66","4.27M","-0.25%"
"Apr 15, 2016","254.51","251.31","254.60","249.12","3.75M","1.05%"
"Apr 14, 2016","251.86","253.00","256.84","251.05","4.13M","-1.05%"
"Apr 13, 2016","254.53","248.51","255.50","247.33","4.93M","2.71%"
"Apr 12, 2016","247.82","249.50","251.80","243.63","5.76M","-0.84%"
"Apr 11, 2016","249.92","251.00","258.99","245.30","9.16M","-0.06%"
"Apr 08, 2016","250.07","260.50","260.82","248.02","7.36M","-2.77%"
"Apr 07, 2016","257.20","266.45","269.34","254.51","8.86M","-3.10%"
"Apr 06, 2016","265.42","253.97","267.74","253.45","11.71M","3.89%"
"Apr 05, 2016","255.47","240.50","256.56","240.00","9.95M","3.43%"
"Apr 04, 2016","246.99","249.12","252.12","243.64","13.48M","3.96%"
"Apr 01, 2016","237.59","244.82","247.90","233.25","16.00M","3.40%"
"Mar 31, 2016","229.77","229.34","237.42","225.01","8.01M","1.27%"
"Mar 30, 2016","226.89","235.09","235.50","226.50","4.03M","-1.41%"
"Mar 29, 2016","230.13","229.89","232.38","225.33","4.01M","-0.06%"
"Mar 28, 2016","230.26","231.61","234.81","225.00","3.93M","1.10%"
"Mar 24, 2016","227.75","215.78","228.89","215.00","4.96M","2.32%"
"Mar 23, 2016","222.58","232.37","234.73","222.03","4.95M","-4.98%"
"Mar 22, 2016","234.24","237.21","238.99","232.56","4.32M","-1.71%"
"Mar 21, 2016","238.32","235.34","239.88","235.00","5.31M","2.40%"
"Mar 18, 2016","232.74","229.10","234.48","228.06","4.71M","2.81%"
"Mar 17, 2016","226.38","221.47","228.50","220.00","3.78M","2.01%"
"Mar 16, 2016","221.93","218.00","222.58","217.02","3.52M","1.64%"
"Mar 15, 2016","218.34","214.27","218.97","211.50","3.18M","1.48%"
"Mar 14, 2016","215.15","212.65","216.72","210.64","4.07M","3.69%"
"Mar 11, 2016","207.50","207.93","209.42","205.33","3.34M","1.13%"
"Mar 10, 2016","205.18","210.00","213.29","200.67","5.19M","-1.70%"
"Mar 09, 2016","208.72","204.52","209.37","202.79","3.21M","3.02%"
"Mar 08, 2016","202.60","203.50","207.50","202.20","4.18M","-1.31%"
"Mar 07, 2016","205.29","197.68","209.70","197.40","5.34M","2.11%"
"Mar 04, 2016","201.04","198.00","204.03","197.50","6.49M","2.71%"
"Mar 03, 2016","195.74","188.28","197.42","184.22","4.83M","3.93%"
"Mar 02, 2016","188.34","183.73","188.52","181.50","4.86M","1.07%"
"Mar 01, 2016","186.35","194.25","195.95","182.70","6.71M","-2.91%"
"Feb 29, 2016","191.93","192.40","196.35","189.22","4.50M","0.83%"
"Feb 27, 2016","190.35","190.35","190.35","190.35","5.80M","0.01%"
"Feb 26, 2016","190.34","188.70","192.00","185.00","6.07M","1.55%"
"Feb 25, 2016","187.43","178.65","188.52","175.20","5.75M","4.71%"
"Feb 24, 2016","179.00","172.75","179.50","167.84","5.40M","1.01%"
"Feb 23, 2016","177.21","176.16","181.73","173.68","5.98M","-0.30%"
"Feb 22, 2016","177.74","170.12","178.91","169.85","5.06M","6.70%"
"Feb 19, 2016","166.58","163.66","167.49","162.50","2.96M","-0.11%"
"Feb 18, 2016","166.77","172.42","172.95","164.77","3.89M","-1.13%"
"Feb 17, 2016","168.68","159.00","169.34","156.68","5.83M","8.71%"
"Feb 16, 2016","155.17","158.70","162.95","154.11","5.59M","2.73%"
"Feb 12, 2016","151.04","155.00","157.01","143.70","7.24M","0.38%"
"Feb 11, 2016","150.47","152.00","163.26","147.00","14.25M","4.73%"
"Feb 10, 2016","143.67","150.50","154.97","141.74","10.41M","-3.09%"
"Feb 09, 2016","148.25","142.32","159.79","141.05","8.65M","0.18%"
"Feb 08, 2016","147.99","157.10","157.15","146.00","9.31M","-8.99%"
"Feb 05, 2016","162.60","171.30","173.00","157.74","9.44M","-7.26%"
"Feb 04, 2016","175.33","170.70","175.98","166.99","4.39M","1.07%"
"Feb 03, 2016","173.48","183.59","183.94","170.18","7.93M","-5.09%"
"Feb 02, 2016","182.78","192.42","193.12","180.23","5.77M","-7.19%"
"Feb 01, 2016","196.94","188.76","199.52","182.75","5.30M","3.00%"
"Jan 29, 2016","191.20","189.95","193.74","188.08","2.85M","0.79%"
"Jan 28, 2016","189.70","190.79","191.28","182.41","4.59M","0.87%"
"Jan 27, 2016","188.07","192.38","193.26","185.77","3.62M","-2.84%"
"Jan 26, 2016","193.56","196.70","197.82","188.88","4.96M","-1.44%"
"Jan 25, 2016","196.38","200.06","203.57","195.88","2.70M","-3.05%"
"Jan 22, 2016","202.55","204.80","205.50","199.03","3.12M","1.29%"
"Jan 21, 2016","199.97","201.55","203.23","195.02","3.17M","0.64%"
"Jan 20, 2016","198.70","199.40","201.28","191.25","5.84M","-2.94%"
"Jan 19, 2016","204.72","208.71","210.47","200.78","4.04M","-0.13%"
"Jan 15, 2016","204.99","198.97","205.07","197.25","5.58M","-0.58%"
"Jan 14, 2016","206.18","202.21","210.00","193.38","6.49M","2.93%"
"Jan 13, 2016","200.31","212.01","212.65","200.00","4.13M","-4.60%"
"Jan 12, 2016","209.97","211.60","213.74","205.31","3.09M","1.02%"
"Jan 11, 2016","207.85","214.01","214.45","203.00","4.09M","-1.49%"
"Jan 08, 2016","211.00","217.86","220.44","210.77","3.63M","-2.16%"
"Jan 07, 2016","215.65","214.19","218.44","213.67","3.55M","-1.55%"
"Jan 06, 2016","219.04","220.00","220.05","215.98","3.78M","-1.96%"
"Jan 05, 2016","223.43","226.36","226.89","220.00","3.19M","0.01%"
"Jan 04, 2016","223.41","230.72","231.38","219.00","6.83M","-6.92%"
"Dec 31, 2015","240.01","238.51","243.45","238.37","2.72M","0.81%"
"Dec 30, 2015","238.09","236.60","243.63","235.67","3.70M","0.38%"
"Dec 29, 2015","237.19","230.06","237.72","229.55","2.41M","3.60%"
"Dec 28, 2015","228.95","231.49","231.98","225.54","1.90M","-0.70%"
"Dec 24, 2015","230.57","230.56","231.88","228.28","710.28K","0.38%"
"Dec 23, 2015","229.70","232.18","233.45","228.13","1.55M","-0.11%"
"Dec 22, 2015","229.95","234.99","236.55","229.63","1.96M","-1.12%"
"Dec 21, 2015","232.56","231.69","235.83","231.08","1.95M","0.91%"
"Dec 18, 2015","230.46","232.89","235.90","229.29","3.01M","-1.26%"
"Dec 17, 2015","233.39","233.94","237.76","229.81","3.30M","-0.48%"
"Dec 16, 2015","234.51","222.10","234.88","220.73","5.10M","6.07%"
"Dec 15, 2015","221.09","221.82","222.22","218.00","2.24M","1.15%"
"Dec 14, 2015","218.58","217.51","220.92","214.87","2.83M","0.72%"
"Dec 11, 2015","217.02","225.24","225.75","216.64","3.27M","-4.43%"
"Dec 10, 2015","227.07","224.71","228.49","223.64","2.07M","1.14%"
"Dec 09, 2015","224.52","226.70","227.50","220.72","3.06M","-0.97%"
"Dec 08, 2015","226.72","227.52","228.80","224.20","2.69M","-1.91%"
"Dec 07, 2015","231.13","227.70","235.63","226.15","3.14M","0.33%"
"Dec 04, 2015","230.38","232.46","233.27","227.66","2.57M","-1.00%"
"Dec 03, 2015","232.71","235.48","237.45","230.00","2.94M","0.31%"
"Dec 02, 2015","231.99","237.00","238.60","231.23","2.98M","-2.19%"
"Dec 01, 2015","237.19","231.06","238.00","231.05","3.73M","3.01%"
"Nov 30, 2015","230.26","231.79","234.28","229.08","2.66M","-0.58%"
"Nov 27, 2015","231.61","231.06","232.25","227.01","1.95M","0.86%"
"Nov 25, 2015","229.64","221.34","230.82","220.38","3.99M","5.22%"
"Nov 24, 2015","218.25","215.37","221.00","215.00","2.48M","0.23%"
"Nov 23, 2015","217.75","217.35","219.18","214.68","2.53M","-1.03%"
"Nov 20, 2015","220.01","223.49","225.00","213.58","4.40M","-0.81%"
"Nov 19, 2015","221.80","220.54","226.19","220.30","2.50M","0.33%"
"Nov 18, 2015","221.07","214.50","221.38","212.52","2.81M","3.30%"
"Nov 17, 2015","214.00","215.20","216.00","211.40","2.15M","-0.14%"
"Nov 16, 2015","214.31","206.09","214.98","205.80","2.93M","3.44%"
"Nov 13, 2015","207.19","212.95","212.99","206.52","3.43M","-2.70%"
"Nov 12, 2015","212.94","217.85","219.00","212.66","2.92M","-2.80%"
"Nov 11, 2015","219.08","217.77","219.48","213.63","3.35M","1.19%"
"Nov 10, 2015","216.50","223.48","223.70","216.08","4.62M","-3.92%"
"Nov 09, 2015","225.33","232.99","232.99","224.31","3.85M","-3.03%"
"Nov 06, 2015","232.36","230.70","233.36","229.50","2.45M","0.25%"
"Nov 05, 2015","231.77","230.58","234.58","229.19","4.50M","0.06%"
"Nov 04, 2015","231.63","227.00","232.74","225.20","12.73M","11.17%"
"Nov 03, 2015","208.35","213.85","214.44","207.75","8.33M","-2.54%"
"Nov 02, 2015","213.79","208.92","215.80","207.22","3.93M","3.32%"
"Oct 30, 2015","206.93","210.40","211.63","203.89","4.44M","-2.22%"
"Oct 29, 2015","211.63","211.75","213.75","210.64","1.81M","-0.62%"
"Oct 28, 2015","212.96","211.31","213.45","208.30","2.73M","1.24%"
"Oct 27, 2015","210.35","214.84","217.10","207.51","3.52M","-2.28%"
"Oct 26, 2015","215.26","211.38","215.88","210.00","3.39M","2.95%"
"Oct 23, 2015","209.09","215.00","215.35","207.69","4.24M","-1.24%"
"Oct 22, 2015","211.72","211.56","215.75","209.40","2.83M","0.78%"
"Oct 21, 2015","210.09","211.99","214.81","208.80","4.18M","-1.38%"
"Oct 20, 2015","213.03","227.72","228.60","202.00","14.90M","-6.61%"
"Oct 19, 2015","228.10","226.50","231.15","224.94","2.51M","0.48%"
"Oct 16, 2015","227.01","223.04","230.48","222.87","4.33M","2.58%"
"Oct 15, 2015","221.31","216.43","221.73","213.70","2.84M","2.04%"
"Oct 14, 2015","216.88","220.67","220.95","215.43","3.10M","-1.08%"
"Oct 13, 2015","219.25","213.28","222.52","211.13","5.17M","1.70%"
"Oct 12, 2015","215.58","222.99","223.00","215.27","3.84M","-2.32%"
"Oct 09, 2015","220.69","220.93","224.37","218.36","6.16M","-2.66%"
"Oct 08, 2015","226.72","230.08","230.72","221.31","6.13M","-2.26%"
"Oct 07, 2015","231.96","236.63","237.70","229.12","6.81M","-3.93%"
"Oct 06, 2015","241.46","240.00","243.03","235.58","5.24M","-1.91%"
"Oct 05, 2015","246.15","248.84","249.84","244.13","3.69M","-0.57%"
"Oct 02, 2015","247.57","235.60","247.70","234.93","4.42M","3.21%"
"Oct 01, 2015","239.88","247.51","248.50","237.13","4.57M","-3.43%"
"Sep 30, 2015","248.40","252.00","252.40","242.34","4.93M","0.71%"
"Sep 29, 2015","246.65","250.46","254.73","245.46","3.70M","-0.72%"
"Sep 28, 2015","248.43","257.35","259.79","246.61","4.90M","-3.30%"
"Sep 25, 2015","256.91","266.61","266.91","256.15","3.77M","-2.36%"
"Sep 24, 2015","263.12","259.53","263.45","256.21","3.45M","0.79%"
"Sep 23, 2015","261.06","261.95","262.08","257.58","2.60M","0.05%"
"Sep 22, 2015","260.94","259.03","262.65","255.87","3.66M","-1.23%"
"Sep 21, 2015","264.20","263.98","271.57","255.80","6.12M","1.37%"
"Sep 18, 2015","260.62","257.96","263.82","257.50","3.76M","-0.55%"
"Sep 17, 2015","262.07","263.96","265.50","260.69","3.59M","-0.07%"
"Sep 16, 2015","262.25","253.04","262.88","252.88","4.42M","3.42%"
"Sep 15, 2015","253.57","252.75","254.60","249.50","2.93M","0.15%"
"Sep 14, 2015","253.19","251.10","254.25","249.67","2.89M","1.18%"
"Sep 11, 2015","250.24","247.64","250.24","244.73","2.35M","0.71%"
"Sep 10, 2015","248.48","247.23","250.72","245.33","2.71M","-0.17%"
"Sep 09, 2015","248.91","252.05","254.25","248.30","3.39M","0.30%"
"Sep 08, 2015","248.17","245.05","249.16","244.05","3.14M","2.58%"
"Sep 04, 2015","241.93","240.89","244.09","238.20","3.69M","-1.48%"
"Sep 03, 2015","245.57","252.06","252.08","245.00","4.19M","-0.86%"
"Sep 02, 2015","247.69","245.30","247.88","239.78","4.63M","3.80%"
"Sep 01, 2015","238.63","240.34","246.00","236.97","5.45M","-4.19%"
"Aug 31, 2015","249.06","245.62","254.95","245.51","4.70M","0.23%"
"Aug 28, 2015","248.48","241.86","251.45","241.57","5.51M","2.26%"
"Aug 27, 2015","242.99","231.00","244.75","230.81","7.66M","8.07%"
"Aug 26, 2015","224.84","227.93","228.00","215.51","4.96M","2.19%"
"Aug 25, 2015","220.03","230.52","230.90","219.12","4.33M","0.53%"
"Aug 24, 2015","218.87","202.79","231.40","195.00","9.58M","-5.16%"
"Aug 21, 2015","230.77","236.00","243.80","230.51","6.59M","-4.71%"
"Aug 20, 2015","242.18","252.06","254.56","241.90","4.91M","-5.12%"
"Aug 19, 2015","255.25","260.33","260.65","255.02","3.60M","-2.10%"
"Aug 18, 2015","260.72","255.38","260.95","253.56","4.20M","2.25%"
"Aug 17, 2015","254.99","255.56","256.59","250.51","7.18M","4.87%"
"Aug 14, 2015","243.15","247.24","247.93","241.77","4.36M","0.26%"
"Aug 13, 2015","242.51","239.86","246.48","239.12","4.69M","1.82%"
"Aug 12, 2015","238.17","235.00","239.77","232.74","3.74M","0.34%"
"Aug 11, 2015","237.37","237.15","239.30","234.44","4.26M","-1.56%"
"Aug 10, 2015","241.14","238.15","242.97","236.05","4.19M","-0.56%"
"Aug 07, 2015","242.51","243.58","243.73","238.39","5.07M","-1.47%"
"Aug 06, 2015","246.13","249.54","255.00","236.12","14.62M","-8.88%"
"Aug 05, 2015","270.13","263.58","271.00","260.40","6.21M","1.45%"
"Aug 04, 2015","266.28","260.01","266.72","258.34","2.35M","2.42%"
"Aug 03, 2015","259.99","266.29","266.71","257.07","2.55M","-2.31%"
"Jul 31, 2015","266.15","267.60","269.36","265.12","2.22M","-0.24%"
"Jul 30, 2015","266.79","262.69","266.94","262.11","2.03M","1.13%"
"Jul 29, 2015","263.82","264.27","267.89","262.00","2.79M","-0.38%"
"Jul 28, 2015","264.82","255.75","265.40","251.84","3.90M","4.67%"
"Jul 27, 2015","253.01","262.43","264.43","250.79","4.69M","-4.67%"
"Jul 24, 2015","265.41","267.38","271.09","263.92","2.84M","-0.67%"
"Jul 23, 2015","267.20","269.65","269.90","265.27","2.23M","-0.25%"
"Jul 22, 2015","267.87","261.27","269.44","260.86","3.10M","0.41%"
"Jul 21, 2015","266.77","270.05","273.50","266.55","6.11M","-5.49%"
"Jul 20, 2015","282.26","275.00","286.65","272.54","4.98M","2.77%"
"Jul 17, 2015","274.66","272.50","275.54","268.25","5.00M","2.99%"
"Jul 16, 2015","266.68","264.22","267.20","263.16","1.62M","1.35%"
"Jul 15, 2015","263.14","266.74","267.49","262.08","2.02M","-0.94%"
"Jul 14, 2015","265.65","262.10","265.99","260.51","1.91M","1.33%"
"Jul 13, 2015","262.16","262.25","262.55","256.05","2.96M","1.16%"
"Jul 10, 2015","259.15","262.22","263.00","257.82","2.61M","0.48%"
"Jul 09, 2015","257.92","259.08","262.95","256.79","3.33M","1.16%"
"Jul 08, 2015","254.96","259.32","260.80","254.31","6.22M","-4.82%"
"Jul 07, 2015","267.88","275.00","275.20","260.77","6.11M","-4.23%"
"Jul 06, 2015","279.72","278.88","281.69","276.30","4.12M","-0.11%"
"Jul 02, 2015","280.02","280.19","282.45","273.31","7.16M","4.04%"
"Jul 01, 2015","269.15","271.11","272.62","267.85","2.10M","0.33%"
"Jun 30, 2015","268.26","264.80","270.92","264.00","3.09M","2.38%"
"Jun 29, 2015","262.02","261.95","265.95","260.70","3.48M","-1.90%"
"Jun 26, 2015","267.09","268.89","269.11","266.00","3.84M","-0.63%"
"Jun 25, 2015","268.79","266.45","271.41","265.25","2.85M","1.37%"
